Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
9.854167E-03   1.141519E-02
9.875000E-03   9.754306E-03
9.895833E-03   1.297393E-02
9.916667E-03   1.564795E-02
9.937500E-03   1.497100E-02
9.958333E-03   1.644989E-02
9.979167E-03   1.994273E-02
1.000000E-02   1.956605E-02
1.002083E-02   1.880092E-02
1.004167E-02   1.614651E-02
1.006250E-02   1.157782E-02
1.008333E-02   8.435937E-03
1.010417E-02   4.853778E-03
1.012500E-02   2.445070E-03
1.014583E-02   6.102083E-05
1.016667E-02   -1.069277E-03
1.018750E-02   2.186945E-03
1.020833E-02   1.434355E-03
1.022917E-02   -7.053037E-05
1.025000E-02   4.158862E-03
1.027083E-02   4.463028E-03
1.029167E-02   8.203708E-03
1.031250E-02   1.106747E-02
1.033333E-02   1.110125E-02
1.035417E-02   1.689674E-02
1.037500E-02   1.954303E-02
1.039583E-02   1.755958E-02
1.041667E-02   1.884597E-02
1.043750E-02   2.108975E-02
1.045833E-02   2.249913E-02
1.047917E-02   2.089282E-02
1.050000E-02   1.919675E-02
1.052083E-02   2.010276E-02
1.054167E-02   2.116214E-02
1.056250E-02   1.861507E-02
1.058333E-02   1.578071E-02
1.060417E-02   1.410577E-02
1.062500E-02   1.237680E-02
1.064583E-02   1.225301E-02
1.066667E-02   1.044802E-02
1.068750E-02   1.128644E-02
1.070833E-02   1.711339E-02
1.072917E-02   2.037482E-02
1.075000E-02   2.102049E-02
1.077083E-02   2.166215E-02
1.079167E-02   2.313350E-02
1.081250E-02   2.398574E-02
1.083333E-02   2.174819E-02
1.085417E-02   1.927490E-02
1.087500E-02   1.980769E-02
1.089583E-02   1.800163E-02
1.091667E-02   1.593841E-02
1.093750E-02   1.540874E-02
1.095833E-02   1.327949E-02
1.097917E-02   9.877063E-03
1.100000E-02   6.227340E-03
1.102083E-02   -1.347428E-04
1.104167E-02   -7.284067E-03
1.106250E-02   -1.196852E-02
1.108333E-02   -1.450268E-02
1.110417E-02   -1.402979E-02
1.112500E-02   -1.303365E-02
1.114583E-02   -9.000171E-03
1.116667E-02   -4.053622E-03
1.118750E-02   -8.896512E-04
1.120833E-02   1.100990E-03
1.122917E-02   4.222176E-03
1.125000E-02   4.373861E-03
1.127083E-02   3.677564E-03
1.129167E-02   7.939005E-03
1.131250E-02   9.387070E-03
1.133333E-02   1.015596E-02
1.135417E-02   1.358846E-02
1.137500E-02   1.482101E-02
1.139583E-02   1.651651E-02
1.141667E-02   1.714588E-02
1.143750E-02   1.569431E-02
1.145833E-02   1.602013E-02
1.147917E-02   1.640207E-02
1.150000E-02   1.651325E-02
1.152083E-02   1.817273E-02
1.154167E-02   1.843563E-02
1.156250E-02   1.846738E-02
1.158333E-02   1.945663E-02
1.160417E-02   1.821546E-02
1.162500E-02   1.580475E-02
1.164583E-02   1.580444E-02
1.166667E-02   1.555605E-02
1.168750E-02   1.438833E-02
1.170833E-02   1.226954E-02
1.172917E-02   1.152768E-02
1.175000E-02   1.191409E-02
1.177083E-02   1.273006E-02
1.179167E-02   1.473839E-02
1.181250E-02   1.646582E-02
1.183333E-02   1.992820E-02
1.185417E-02   2.387343E-02
1.187500E-02   2.524951E-02
1.189583E-02   2.493634E-02
1.191667E-02   2.538183E-02
1.193750E-02   2.755313E-02
1.195833E-02   2.695977E-02
1.197917E-02   2.533958E-02
1.200000E-02   2.642644E-02
1.202083E-02   2.655052E-02
1.204167E-02   2.557428E-02
1.206250E-02   2.541024E-02
1.208333E-02   2.500926E-02
1.210417E-02   2.673750E-02
1.212500E-02   2.788627E-02
1.214583E-02   2.925433E-02
1.216667E-02   3.507823E-02
1.218750E-02   3.728764E-02
1.220833E-02   3.703491E-02
1.222917E-02   3.901216E-02
1.225000E-02   3.785262E-02
1.227083E-02   3.535945E-02
1.229167E-02   3.366537E-02
1.231250E-02   2.780105E-02
1.233333E-02   2.437613E-02
1.235417E-02   2.130147E-02
1.237500E-02   1.778015E-02
1.239583E-02   1.600498E-02
1.241667E-02   1.199007E-02
1.243750E-02   1.055642E-02
1.245833E-02   1.163104E-02
1.247917E-02   1.057917E-02
1.250000E-02   1.262158E-02
1.252083E-02   1.491690E-02
1.254167E-02   1.670559E-02
1.256250E-02   2.089142E-02
1.258333E-02   2.320558E-02
1.260417E-02   2.426045E-02
1.262500E-02   2.513622E-02
1.264583E-02   2.546594E-02
1.266667E-02   2.534326E-02
1.268750E-02   2.461032E-02
1.270833E-02   2.349549E-02
1.272917E-02   2.331359E-02
1.275000E-02   2.247008E-02
1.277083E-02   2.152591E-02
1.279167E-02   1.948962E-02
1.281250E-02   1.774621E-02
1.283333E-02   1.734417E-02
1.285417E-02   1.656823E-02
1.287500E-02   1.485116E-02
1.289583E-02   1.358726E-02
1.291667E-02   1.370387E-02
1.293750E-02   1.462076E-02
1.295833E-02   1.302875E-02
1.297917E-02   1.102076E-02
1.300000E-02   1.267311E-02
1.302083E-02   1.231771E-02
1.304167E-02   1.104423E-02
1.306250E-02   9.697643E-03
1.308333E-02   8.243524E-03
