Impulse reponse
Numpoints = 65536
SamplingRate = 48000 Hz
Time(s)       Amplitude(V)
9.229167E-03   1.915778E-03
9.250000E-03   7.600707E-04
9.270833E-03   -9.262035E-04
9.291667E-03   -2.151714E-03
9.312500E-03   -2.079167E-03
9.333333E-03   -1.659987E-03
9.354167E-03   -1.745720E-03
9.375000E-03   -1.999049E-03
9.395833E-03   -2.144204E-03
9.416667E-03   -1.519703E-03
9.437500E-03   -5.854063E-04
9.458333E-03   3.854557E-04
9.479167E-03   1.517606E-03
9.500000E-03   1.641581E-03
9.520833E-03   1.391699E-03
9.541667E-03   7.212988E-04
9.562500E-03   -6.802960E-04
9.583333E-03   -1.434389E-03
9.604167E-03   -1.532421E-03
9.625000E-03   -2.185152E-03
9.645833E-03   -3.502810E-03
9.666667E-03   -4.851612E-03
9.687500E-03   -5.586170E-03
9.708333E-03   -5.253706E-03
9.729167E-03   -4.577813E-03
9.750000E-03   -4.286630E-03
9.770833E-03   -4.376465E-03
9.791667E-03   -3.863459E-03
9.812500E-03   -2.519366E-03
9.833333E-03   -1.154250E-03
9.854167E-03   -2.491936E-04
9.875000E-03   8.115051E-04
9.895833E-03   1.582614E-03
9.916667E-03   1.683875E-03
9.937500E-03   1.115747E-03
9.958333E-03   1.590079E-04
9.979167E-03   -6.882857E-04
1.000000E-02   -1.635247E-03
1.002083E-02   -2.505894E-03
1.004167E-02   -3.425281E-03
1.006250E-02   -4.029713E-03
1.008333E-02   -3.427157E-03
1.010417E-02   -1.809144E-03
1.012500E-02   -4.305372E-04
1.014583E-02   7.578158E-04
1.016667E-02   1.854580E-03
1.018750E-02   2.853403E-03
1.020833E-02   3.765275E-03
1.022917E-02   4.245312E-03
1.025000E-02   4.043784E-03
1.027083E-02   3.599415E-03
1.029167E-02   3.420872E-03
1.031250E-02   3.233417E-03
1.033333E-02   2.893608E-03
1.035417E-02   2.409963E-03
1.037500E-02   2.255977E-03
1.039583E-02   2.642640E-03
1.041667E-02   2.974747E-03
1.043750E-02   2.883475E-03
1.045833E-02   3.187105E-03
1.047917E-02   3.847446E-03
1.050000E-02   4.367440E-03
1.052083E-02   4.748765E-03
1.054167E-02   4.613059E-03
1.056250E-02   4.278329E-03
1.058333E-02   4.627963E-03
1.060417E-02   4.589196E-03
1.062500E-02   3.280135E-03
1.064583E-02   2.036006E-03
1.066667E-02   1.118736E-03
1.068750E-02   3.850385E-04
1.070833E-02   -1.173989E-04
1.072917E-02   -7.811249E-04
1.075000E-02   -1.256999E-03
1.077083E-02   -1.031514E-03
1.079167E-02   -5.433997E-04
1.081250E-02   -2.542200E-05
1.083333E-02   4.290179E-04
1.085417E-02   9.298597E-04
1.087500E-02   1.395023E-03
1.089583E-02   1.572563E-03
1.091667E-02   1.384543E-03
1.093750E-02   1.053612E-03
1.095833E-02   7.714737E-04
1.097917E-02   3.438692E-04
1.100000E-02   -2.359357E-04
1.102083E-02   -1.170072E-03
1.104167E-02   -2.215566E-03
1.106250E-02   -2.564096E-03
1.108333E-02   -2.347527E-03
1.110417E-02   -2.179235E-03
1.112500E-02   -2.219362E-03
1.114583E-02   -2.356342E-03
1.116667E-02   -1.948721E-03
1.118750E-02   -1.057733E-03
1.120833E-02   -3.834936E-04
1.122917E-02   7.960581E-05
1.125000E-02   7.073371E-04
1.127083E-02   1.351237E-03
1.129167E-02   1.661350E-03
1.131250E-02   1.801912E-03
1.133333E-02   2.047805E-03
1.135417E-02   2.655408E-03
1.137500E-02   3.286496E-03
1.139583E-02   3.327646E-03
1.141667E-02   3.175182E-03
1.143750E-02   3.243887E-03
1.145833E-02   3.559517E-03
1.147917E-02   3.960607E-03
1.150000E-02   4.091975E-03
1.152083E-02   3.915381E-03
1.154167E-02   3.669554E-03
1.156250E-02   3.585686E-03
1.158333E-02   3.397154E-03
1.160417E-02   3.215331E-03
1.162500E-02   2.855966E-03
1.164583E-02   2.145892E-03
1.166667E-02   1.504435E-03
1.168750E-02   8.813913E-04
1.170833E-02   1.979601E-04
1.172917E-02   -7.469174E-05
1.175000E-02   1.600579E-04
1.177083E-02   5.121017E-04
1.179167E-02   7.589231E-04
1.181250E-02   7.934954E-04
1.183333E-02   1.113381E-03
1.185417E-02   1.819249E-03
1.187500E-02   2.354230E-03
1.189583E-02   2.154434E-03
1.191667E-02   1.468626E-03
1.193750E-02   1.055785E-03
1.195833E-02   7.904902E-04
1.197917E-02   3.424893E-04
1.200000E-02   -1.162707E-04
1.202083E-02   -5.460889E-04
1.204167E-02   -9.374451E-04
1.206250E-02   -1.094263E-03
1.208333E-02   -1.248754E-03
1.210417E-02   -1.234644E-03
1.212500E-02   -6.643803E-04
1.214583E-02   1.214887E-04
1.216667E-02   6.418746E-04
1.218750E-02   8.927935E-04
1.220833E-02   1.229035E-03
1.222917E-02   1.802554E-03
1.225000E-02   2.367211E-03
1.227083E-02   2.558705E-03
1.229167E-02   2.409665E-03
1.231250E-02   2.089269E-03
1.233333E-02   1.921590E-03
1.235417E-02   1.998513E-03
1.237500E-02   2.196688E-03
1.239583E-02   2.164160E-03
1.241667E-02   2.070901E-03
1.243750E-02   2.094299E-03
1.245833E-02   2.063282E-03
1.247917E-02   2.024428E-03
1.250000E-02   2.024293E-03
1.252083E-02   1.955570E-03
1.254167E-02   1.985030E-03
1.256250E-02   1.829660E-03
1.258333E-02   1.155962E-03
1.260417E-02   5.791201E-04
1.262500E-02   3.525822E-04
1.264583E-02   7.798283E-05
1.266667E-02   -4.738471E-04
1.268750E-02   -1.236426E-03
1.270833E-02   -1.944883E-03
1.272917E-02   -2.327549E-03
1.275000E-02   -2.457850E-03
1.277083E-02   -2.551172E-03
1.279167E-02   -2.614795E-03
1.281250E-02   -2.483604E-03
1.283333E-02   -2.119912E-03
1.285417E-02   -1.666200E-03
1.287500E-02   -1.296597E-03
1.289583E-02   -9.582654E-04
1.291667E-02   -6.353275E-04
1.293750E-02   -4.504167E-04
1.295833E-02   -5.734781E-04
1.297917E-02   -9.752440E-04
1.300000E-02   -1.344608E-03
1.302083E-02   -1.524953E-03
1.304167E-02   -1.588323E-03
1.306250E-02   -1.866595E-03
1.308333E-02   -2.292814E-03
1.310417E-02   -2.430490E-03
1.312500E-02   -2.218971E-03
1.314583E-02   -1.942158E-03
1.316667E-02   -1.798156E-03
1.318750E-02   -1.610250E-03
1.320833E-02   -1.207720E-03
1.322917E-02   -5.872983E-04
1.325000E-02   -7.276905E-05
1.327083E-02   6.732679E-05
1.329167E-02   1.793641E-04
1.331250E-02   4.998932E-04
1.333333E-02   7.078366E-04
1.335417E-02   5.941203E-04
1.337500E-02   3.604798E-04
1.339583E-02   3.377988E-04
1.341667E-02   4.941219E-04
1.343750E-02   5.171798E-04
1.345833E-02   5.140955E-04
1.347917E-02   6.846731E-04
1.350000E-02   1.021294E-03
1.352083E-02   1.445527E-03
1.354167E-02   1.730631E-03
1.356250E-02   1.802573E-03
1.358333E-02   1.871555E-03
1.360417E-02   1.936695E-03
1.362500E-02   1.726812E-03
1.364583E-02   1.383901E-03
1.366667E-02   8.927423E-04
1.368750E-02   2.874197E-04
1.370833E-02   -1.509962E-04
1.372917E-02   -4.697179E-04
1.375000E-02   -8.544410E-04
1.377083E-02   -1.186674E-03
1.379167E-02   -1.384594E-03
1.381250E-02   -1.379415E-03
1.383333E-02   -1.294913E-03
1.385417E-02   -1.263209E-03
1.387500E-02   -1.122955E-03
1.389583E-02   -8.033693E-04
1.391667E-02   -4.142743E-04
1.393750E-02   -1.547594E-04
1.395833E-02   -2.192810E-05
1.397917E-02   2.424841E-04
1.400000E-02   5.677468E-04
1.402083E-02   7.930955E-04
1.404167E-02   6.929745E-04
1.406250E-02   3.273176E-04
1.408333E-02   4.560266E-06
1.410417E-02   -2.588408E-04
1.412500E-02   -5.305905E-04
1.414583E-02   -9.931477E-04
1.416667E-02   -1.361903E-03
1.418750E-02   -1.435190E-03
1.420833E-02   -1.375851E-03
1.422917E-02   -1.316690E-03
1.425000E-02   -1.176964E-03
1.427083E-02   -9.221321E-04
1.429167E-02   -6.060839E-04
1.431250E-02   -4.561156E-04
1.433333E-02   -4.269765E-04
1.435417E-02   -5.374657E-04
1.437500E-02   -6.254123E-04
1.439583E-02   -6.369224E-04
1.441667E-02   -8.698786E-04
1.443750E-02   -1.299688E-03
1.445833E-02   -1.776136E-03
1.447917E-02   -2.074415E-03
1.450000E-02   -2.201202E-03
1.452083E-02   -2.337146E-03
1.454167E-02   -2.525477E-03
1.456250E-02   -2.644097E-03
1.458333E-02   -2.557049E-03
1.460417E-02   -2.361936E-03
1.462500E-02   -2.119645E-03
1.464583E-02   -1.885443E-03
1.466667E-02   -1.666172E-03
1.468750E-02   -1.359465E-03
1.470833E-02   -1.272722E-03
1.472917E-02   -1.509008E-03
1.475000E-02   -1.585245E-03
1.477083E-02   -1.293732E-03
1.479167E-02   -9.351185E-04
1.481250E-02   -6.378167E-04
1.483333E-02   -2.577454E-04
1.485417E-02   2.385378E-04
1.487500E-02   9.701360E-04
1.489583E-02   1.884789E-03
1.491667E-02   2.552137E-03
1.493750E-02   3.073633E-03
1.495833E-02   3.666834E-03
1.497917E-02   4.158738E-03
1.500000E-02   4.380801E-03
1.502083E-02   4.269746E-03
1.504167E-02   4.207414E-03
1.506250E-02   4.071823E-03
1.508333E-02   3.541698E-03
1.510417E-02   2.933516E-03
1.512500E-02   2.249472E-03
1.514583E-02   1.516503E-03
1.516667E-02   1.252324E-03
1.518750E-02   1.042882E-03
1.520833E-02   5.601919E-04
1.522917E-02   4.640542E-04
1.525000E-02   4.855061E-04
1.527083E-02   4.600253E-04
1.529167E-02   5.731295E-04
1.531250E-02   2.881659E-04
1.533333E-02   -1.017943E-04
1.535417E-02   -1.520237E-04
1.537500E-02   -5.522129E-04
1.539583E-02   -1.065649E-03
1.541667E-02   -1.531989E-03
1.543750E-02   -2.011123E-03
1.545833E-02   -2.259204E-03
1.547917E-02   -2.338962E-03
1.550000E-02   -2.420294E-03
1.552083E-02   -2.472651E-03
1.554167E-02   -2.368410E-03
1.556250E-02   -2.058627E-03
1.558333E-02   -1.693421E-03
1.560417E-02   -1.487378E-03
1.562500E-02   -1.307250E-03
1.564583E-02   -1.100257E-03
1.566667E-02   -7.594877E-04
1.568750E-02   -5.286079E-04
1.570833E-02   -7.376507E-04
1.572917E-02   -1.149306E-03
1.575000E-02   -1.430264E-03
1.577083E-02   -1.725521E-03
1.579167E-02   -2.033095E-03
1.581250E-02   -2.281483E-03
1.583333E-02   -2.510475E-03
1.585417E-02   -2.587968E-03
1.587500E-02   -2.565312E-03
1.589583E-02   -2.517176E-03
1.591667E-02   -2.292352E-03
1.593750E-02   -2.087674E-03
1.595833E-02   -1.663810E-03
1.597917E-02   -1.135633E-03
1.600000E-02   -9.863481E-04
1.602083E-02   -8.080808E-04
1.604167E-02   -3.142951E-04
1.606250E-02   -2.638772E-05
1.608333E-02   4.947243E-05
1.610417E-02   2.018315E-04
1.612500E-02   2.454353E-04
1.614583E-02   2.327883E-04
1.616667E-02   4.956017E-04
1.618750E-02   6.903558E-04
1.620833E-02   5.957789E-04
1.622917E-02   6.265576E-04
1.625000E-02   9.375920E-04
1.627083E-02   1.020781E-03
1.629167E-02   8.680673E-04
1.631250E-02   8.453724E-04
1.633333E-02   9.221209E-04
1.635417E-02   8.515404E-04
1.637500E-02   7.172833E-04
1.639583E-02   6.845021E-04
1.641667E-02   5.818405E-04
1.643750E-02   5.635828E-04
1.645833E-02   6.672529E-04
1.647917E-02   5.822624E-04
1.650000E-02   2.818483E-04
1.652083E-02   1.454173E-04
1.654167E-02   1.655671E-04
1.656250E-02   4.151678E-06
1.658333E-02   -1.426353E-04
1.660417E-02   -3.027282E-04
1.662500E-02   -4.316719E-04
